feature_name,source_file,source_column,block_name,geography,transform_type,native_frequency,lag_months,available_in_feature_master_monthly,available_in_modeling_panel_hstack,is_interaction,first_valid_date,last_valid_date,nonmissing_count,nonmissing_share,notes
local_3m_rate_delta_1m,data/intermediate/feature_panel.csv,local_3m_rate_delta_1m,baseline_macro_alias,LOCAL_MAPPED,compatibility_alias,monthly,1,1,1,0,2006-03-31,2026-02-28,2400,0.6611570247933884,Derived local alias retained for compatibility in the v4 feature layer.
local_cpi_yoy,data/intermediate/feature_panel.csv,local_cpi_yoy,baseline_macro_alias,LOCAL_MAPPED,compatibility_alias,monthly,1,1,1,0,2007-02-28,2026-02-28,2290,0.6308539944903582,Derived local alias retained for compatibility in the v4 feature layer.
local_cpi_yoy_delta_1m,data/intermediate/feature_panel.csv,local_cpi_yoy_delta_1m,baseline_macro_alias,LOCAL_MAPPED,compatibility_alias,monthly,1,1,1,0,2007-03-31,2026-02-28,2280,0.628099173553719,Derived local alias retained for compatibility in the v4 feature layer.
local_term_slope,data/intermediate/feature_panel.csv,local_term_slope,baseline_macro_alias,LOCAL_MAPPED,compatibility_alias,monthly,1,1,1,0,2006-02-28,2026-02-28,2410,0.6639118457300276,Derived local alias retained for compatibility in the v4 feature layer.
local_term_slope_delta_1m,data/intermediate/feature_panel.csv,local_term_slope_delta_1m,baseline_macro_alias,LOCAL_MAPPED,compatibility_alias,monthly,1,1,1,0,2006-03-31,2026-02-28,2400,0.6611570247933884,Derived local alias retained for compatibility in the v4 feature layer.
local_unemp,data/intermediate/feature_panel.csv,local_unemp,baseline_macro_alias,LOCAL_MAPPED,compatibility_alias,monthly,1,1,1,0,2006-02-28,2026-02-28,2410,0.6639118457300276,Derived local alias retained for compatibility in the v4 feature layer.
local_unemp_delta_1m,data/intermediate/feature_panel.csv,local_unemp_delta_1m,baseline_macro_alias,LOCAL_MAPPED,compatibility_alias,monthly,1,1,1,0,2006-03-31,2026-02-28,2400,0.6611570247933884,Derived local alias retained for compatibility in the v4 feature layer.
log_horizon_years,derived_v2_horizon,log_horizon_years,horizon_conditioning,HORIZON,conditioning_feature,monthly,0,0,1,0,2006-01-31,2026-02-28,10890,1.0,Log horizon conditioning variable for multi-horizon models.
long_rate_EA,data/intermediate/feature_panel.csv,long_rate_EA,baseline_macro_canonical,GLOBAL_CANONICAL,level_or_yoy,monthly,1,1,1,0,2006-02-28,2026-02-28,3615,0.9958677685950413,Inherited canonical macro feature from frozen baseline panel.
long_rate_EA_delta_1m,data/intermediate/feature_panel.csv,long_rate_EA_delta_1m,baseline_macro_canonical,GLOBAL_CANONICAL,delta_1m,monthly,1,1,1,0,2006-03-31,2026-02-28,3600,0.9917355371900827,Inherited canonical macro feature from frozen baseline panel.
long_rate_JP,data/intermediate/feature_panel.csv,long_rate_JP,baseline_macro_canonical,GLOBAL_CANONICAL,level_or_yoy,monthly,1,1,1,0,2006-02-28,2026-02-28,3615,0.9958677685950413,Inherited canonical macro feature from frozen baseline panel.
long_rate_JP_delta_1m,data/intermediate/feature_panel.csv,long_rate_JP_delta_1m,baseline_macro_canonical,GLOBAL_CANONICAL,delta_1m,monthly,1,1,1,0,2006-03-31,2026-02-28,3600,0.9917355371900827,Inherited canonical macro feature from frozen baseline panel.
long_rate_US,data/intermediate/feature_panel.csv,long_rate_US,baseline_macro_canonical,GLOBAL_CANONICAL,level_or_yoy,monthly,1,1,1,0,2006-01-31,2026-02-28,3630,1.0,Inherited canonical macro feature from frozen baseline panel.
long_rate_US_delta_1m,data/intermediate/feature_panel.csv,long_rate_US_delta_1m,baseline_macro_canonical,GLOBAL_CANONICAL,delta_1m,monthly,1,1,1,0,2006-02-28,2026-02-28,3615,0.9958677685950413,Inherited canonical macro feature from frozen baseline panel.
macro_stale_flag,data/intermediate/feature_panel.csv,macro_stale_flag,baseline_global_macro,GLOBAL,level_or_flag,monthly,0,1,1,0,2006-01-31,2026-02-28,3630,1.0,Inherited global/stress feature from the frozen baseline panel.
maxdd_12m,data/intermediate/feature_panel.csv,maxdd_12m,baseline_technical,SLEEVE_SPECIFIC,derived_technical,monthly,0,1,1,0,2006-01-31,2026-02-28,3389,0.9336088154269973,Versioned v4 technical feature built from sleeve monthly returns.
mom_12_1,data/intermediate/feature_panel.csv,mom_12_1,baseline_technical,SLEEVE_SPECIFIC,derived_technical,monthly,0,1,1,0,2006-01-31,2026-02-28,3382,0.9316804407713498,Versioned v4 technical feature built from sleeve monthly returns.
no_local_block_flag,derived_v4,no_local_block_flag,metadata_dummy,SLEEVE_SPECIFIC,dummy_flag,monthly,0,1,1,0,2006-01-31,2026-02-28,3630,1.0,Static sleeve/group relevance indicator for v4 interactions.
oecd_activity_proxy_local,derived_v4,oecd_activity_proxy_local,local_mapping,LOCAL_MAPPED,mapped_alias,monthly,0,1,1,0,2006-01-31,2026-02-28,2662,0.7333333333333333,"Mapped local activity proxy, extended to China OECD CLI for EQ_CN."
oecd_bcicp_cn,data/external/akif_candidates/OECD Leading Indicatorscsv.csv,BCICP,oecd_leading,CHINA,level,monthly,1,1,1,0,2006-01-31,2026-02-28,3630,1.0,Top-level OECD leading-indicator file.
oecd_bcicp_cn_delta_1m,data/external/akif_candidates/OECD Leading Indicatorscsv.csv,BCICP,oecd_leading,CHINA,delta_1m,monthly,1,1,1,0,2006-02-28,2026-02-28,3615,0.9958677685950413,Derived from oecd_bcicp_cn
oecd_bcicp_ea,data/external/akif_candidates/OECD Leading Indicatorscsv.csv,BCICP,oecd_leading,EURO_AREA,level,monthly,1,1,1,0,2006-01-31,2026-02-28,3630,1.0,Top-level OECD leading-indicator file.
oecd_bcicp_ea_delta_1m,data/external/akif_candidates/OECD Leading Indicatorscsv.csv,BCICP,oecd_leading,EURO_AREA,delta_1m,monthly,1,1,1,0,2006-02-28,2026-02-28,3615,0.9958677685950413,Derived from oecd_bcicp_ea
oecd_bcicp_jp,data/external/akif_candidates/OECD Leading Indicatorscsv.csv,BCICP,oecd_leading,JAPAN,level,monthly,1,1,1,0,2006-01-31,2026-02-28,3630,1.0,Top-level OECD leading-indicator file.
oecd_bcicp_jp_delta_1m,data/external/akif_candidates/OECD Leading Indicatorscsv.csv,BCICP,oecd_leading,JAPAN,delta_1m,monthly,1,1,1,0,2006-02-28,2026-02-28,3615,0.9958677685950413,Derived from oecd_bcicp_jp
oecd_bcicp_us,data/external/akif_candidates/OECD Leading Indicatorscsv.csv,BCICP,oecd_leading,US,level,monthly,1,1,1,0,2006-01-31,2026-02-28,3630,1.0,Top-level OECD leading-indicator file.
oecd_bcicp_us_delta_1m,data/external/akif_candidates/OECD Leading Indicatorscsv.csv,BCICP,oecd_leading,US,delta_1m,monthly,1,1,1,0,2006-02-28,2026-02-28,3615,0.9958677685950413,Derived from oecd_bcicp_us
oecd_bts_business_situation_ea,"country_level_macro_data/OECD.SDD.STES,DSD_STES@DF_BTS,4.0+CHN+JPN+EA20+USA.M........csv",BU,oecd_bts,EURO_AREA,level,monthly,1,1,1,0,2006-01-31,2026-02-28,3630,1.0,Monthly OECD business-tendency-survey series.
oecd_bts_business_situation_ea_delta_1m,"country_level_macro_data/OECD.SDD.STES,DSD_STES@DF_BTS,4.0+CHN+JPN+EA20+USA.M........csv",BU,oecd_bts,EURO_AREA,delta_1m,monthly,1,1,1,0,2006-02-28,2026-02-28,3615,0.9958677685950413,Derived from oecd_bts_business_situation_ea
oecd_bts_capacity_util_us,"country_level_macro_data/OECD.SDD.STES,DSD_STES@DF_BTS,4.0+CHN+JPN+EA20+USA.M........csv",CURT,oecd_bts,US,level,monthly,1,1,1,0,2006-01-31,2026-02-28,3630,1.0,Monthly OECD business-tendency-survey series.
oecd_bts_capacity_util_us_delta_1m,"country_level_macro_data/OECD.SDD.STES,DSD_STES@DF_BTS,4.0+CHN+JPN+EA20+USA.M........csv",CURT,oecd_bts,US,delta_1m,monthly,1,1,1,0,2006-02-28,2026-02-28,3615,0.9958677685950413,Derived from oecd_bts_capacity_util_us
oecd_bts_demand_evolution_ea,"country_level_macro_data/OECD.SDD.STES,DSD_STES@DF_BTS,4.0+CHN+JPN+EA20+USA.M........csv",DE,oecd_bts,EURO_AREA,level,monthly,1,1,1,0,2006-01-31,2026-02-28,3630,1.0,Monthly OECD business-tendency-survey series.
oecd_bts_demand_evolution_ea_delta_1m,"country_level_macro_data/OECD.SDD.STES,DSD_STES@DF_BTS,4.0+CHN+JPN+EA20+USA.M........csv",DE,oecd_bts,EURO_AREA,delta_1m,monthly,1,1,1,0,2006-02-28,2026-02-28,3615,0.9958677685950413,Derived from oecd_bts_demand_evolution_ea
oecd_bts_employment_ea,"country_level_macro_data/OECD.SDD.STES,DSD_STES@DF_BTS,4.0+CHN+JPN+EA20+USA.M........csv",EM,oecd_bts,EURO_AREA,level,monthly,1,1,1,0,2006-01-31,2026-02-28,3630,1.0,Monthly OECD business-tendency-survey series.
oecd_bts_employment_ea_delta_1m,"country_level_macro_data/OECD.SDD.STES,DSD_STES@DF_BTS,4.0+CHN+JPN+EA20+USA.M........csv",EM,oecd_bts,EURO_AREA,delta_1m,monthly,1,1,1,0,2006-02-28,2026-02-28,3615,0.9958677685950413,Derived from oecd_bts_employment_ea
oecd_bts_employment_us,"country_level_macro_data/OECD.SDD.STES,DSD_STES@DF_BTS,4.0+CHN+JPN+EA20+USA.M........csv",EM,oecd_bts,US,level,monthly,1,1,1,0,2006-01-31,2026-02-28,3630,1.0,Monthly OECD business-tendency-survey series.
oecd_bts_employment_us_delta_1m,"country_level_macro_data/OECD.SDD.STES,DSD_STES@DF_BTS,4.0+CHN+JPN+EA20+USA.M........csv",EM,oecd_bts,US,delta_1m,monthly,1,1,1,0,2006-02-28,2026-02-28,3615,0.9958677685950413,Derived from oecd_bts_employment_us
oecd_bts_export_orders_us,"country_level_macro_data/OECD.SDD.STES,DSD_STES@DF_BTS,4.0+CHN+JPN+EA20+USA.M........csv",XR,oecd_bts,US,level,monthly,1,1,1,0,2006-01-31,2026-02-28,3630,1.0,Monthly OECD business-tendency-survey series.
oecd_bts_export_orders_us_delta_1m,"country_level_macro_data/OECD.SDD.STES,DSD_STES@DF_BTS,4.0+CHN+JPN+EA20+USA.M........csv",XR,oecd_bts,US,delta_1m,monthly,1,1,1,0,2006-02-28,2026-02-28,3615,0.9958677685950413,Derived from oecd_bts_export_orders_us
oecd_bts_order_books_ea,"country_level_macro_data/OECD.SDD.STES,DSD_STES@DF_BTS,4.0+CHN+JPN+EA20+USA.M........csv",OB,oecd_bts,EURO_AREA,level,monthly,1,1,1,0,2006-01-31,2026-02-28,3630,1.0,Monthly OECD business-tendency-survey series.
oecd_bts_order_books_ea_delta_1m,"country_level_macro_data/OECD.SDD.STES,DSD_STES@DF_BTS,4.0+CHN+JPN+EA20+USA.M........csv",OB,oecd_bts,EURO_AREA,delta_1m,monthly,1,1,1,0,2006-02-28,2026-02-28,3615,0.9958677685950413,Derived from oecd_bts_order_books_ea
oecd_bts_order_books_us,"country_level_macro_data/OECD.SDD.STES,DSD_STES@DF_BTS,4.0+CHN+JPN+EA20+USA.M........csv",OB,oecd_bts,US,level,monthly,1,1,1,0,2006-01-31,2026-02-28,3630,1.0,Monthly OECD business-tendency-survey series.
oecd_bts_order_books_us_delta_1m,"country_level_macro_data/OECD.SDD.STES,DSD_STES@DF_BTS,4.0+CHN+JPN+EA20+USA.M........csv",OB,oecd_bts,US,delta_1m,monthly,1,1,1,0,2006-02-28,2026-02-28,3615,0.9958677685950413,Derived from oecd_bts_order_books_us
oecd_bts_order_demand_ea,"country_level_macro_data/OECD.SDD.STES,DSD_STES@DF_BTS,4.0+CHN+JPN+EA20+USA.M........csv",OD,oecd_bts,EURO_AREA,level,monthly,1,1,1,0,2006-01-31,2026-02-28,3630,1.0,Monthly OECD business-tendency-survey series.
oecd_bts_order_demand_ea_delta_1m,"country_level_macro_data/OECD.SDD.STES,DSD_STES@DF_BTS,4.0+CHN+JPN+EA20+USA.M........csv",OD,oecd_bts,EURO_AREA,delta_1m,monthly,1,1,1,0,2006-02-28,2026-02-28,3615,0.9958677685950413,Derived from oecd_bts_order_demand_ea
oecd_bts_orders_inflow_us,"country_level_macro_data/OECD.SDD.STES,DSD_STES@DF_BTS,4.0+CHN+JPN+EA20+USA.M........csv",OI,oecd_bts,US,level,monthly,1,1,1,0,2006-01-31,2026-02-28,3630,1.0,Monthly OECD business-tendency-survey series.
oecd_bts_orders_inflow_us_delta_1m,"country_level_macro_data/OECD.SDD.STES,DSD_STES@DF_BTS,4.0+CHN+JPN+EA20+USA.M........csv",OI,oecd_bts,US,delta_1m,monthly,1,1,1,0,2006-02-28,2026-02-28,3615,0.9958677685950413,Derived from oecd_bts_orders_inflow_us
oecd_bts_production_ea,"country_level_macro_data/OECD.SDD.STES,DSD_STES@DF_BTS,4.0+CHN+JPN+EA20+USA.M........csv",PR,oecd_bts,EURO_AREA,level,monthly,1,1,1,0,2006-01-31,2026-02-28,3630,1.0,Monthly OECD business-tendency-survey series.
oecd_bts_production_ea_delta_1m,"country_level_macro_data/OECD.SDD.STES,DSD_STES@DF_BTS,4.0+CHN+JPN+EA20+USA.M........csv",PR,oecd_bts,EURO_AREA,delta_1m,monthly,1,1,1,0,2006-02-28,2026-02-28,3615,0.9958677685950413,Derived from oecd_bts_production_ea
oecd_bts_production_us,"country_level_macro_data/OECD.SDD.STES,DSD_STES@DF_BTS,4.0+CHN+JPN+EA20+USA.M........csv",PR,oecd_bts,US,level,monthly,1,1,1,0,2006-01-31,2026-02-28,3630,1.0,Monthly OECD business-tendency-survey series.
oecd_bts_production_us_delta_1m,"country_level_macro_data/OECD.SDD.STES,DSD_STES@DF_BTS,4.0+CHN+JPN+EA20+USA.M........csv",PR,oecd_bts,US,delta_1m,monthly,1,1,1,0,2006-02-28,2026-02-28,3615,0.9958677685950413,Derived from oecd_bts_production_us
oecd_bts_selling_prices_ea,"country_level_macro_data/OECD.SDD.STES,DSD_STES@DF_BTS,4.0+CHN+JPN+EA20+USA.M........csv",SP,oecd_bts,EURO_AREA,level,monthly,1,1,1,0,2006-01-31,2026-02-28,3630,1.0,Monthly OECD business-tendency-survey series.
oecd_bts_selling_prices_ea_delta_1m,"country_level_macro_data/OECD.SDD.STES,DSD_STES@DF_BTS,4.0+CHN+JPN+EA20+USA.M........csv",SP,oecd_bts,EURO_AREA,delta_1m,monthly,1,1,1,0,2006-02-28,2026-02-28,3615,0.9958677685950413,Derived from oecd_bts_selling_prices_ea
oecd_bts_selling_prices_jp,"country_level_macro_data/OECD.SDD.STES,DSD_STES@DF_BTS,4.0+CHN+JPN+EA20+USA.M........csv",SP,oecd_bts,JAPAN,level,monthly,1,1,1,0,2006-01-31,2026-02-28,3630,1.0,Monthly OECD business-tendency-survey series.
oecd_bts_selling_prices_jp_delta_1m,"country_level_macro_data/OECD.SDD.STES,DSD_STES@DF_BTS,4.0+CHN+JPN+EA20+USA.M........csv",SP,oecd_bts,JAPAN,delta_1m,monthly,1,1,1,0,2006-02-28,2026-02-28,3615,0.9958677685950413,Derived from oecd_bts_selling_prices_jp
oecd_bts_volume_stocks_ea,"country_level_macro_data/OECD.SDD.STES,DSD_STES@DF_BTS,4.0+CHN+JPN+EA20+USA.M........csv",VS,oecd_bts,EURO_AREA,level,monthly,1,1,1,0,2006-01-31,2026-02-28,3630,1.0,Monthly OECD business-tendency-survey series.
oecd_bts_volume_stocks_ea_delta_1m,"country_level_macro_data/OECD.SDD.STES,DSD_STES@DF_BTS,4.0+CHN+JPN+EA20+USA.M........csv",VS,oecd_bts,EURO_AREA,delta_1m,monthly,1,1,1,0,2006-02-28,2026-02-28,3615,0.9958677685950413,Derived from oecd_bts_volume_stocks_ea
oecd_business_conf_local,derived_v4,oecd_business_conf_local,local_mapping,LOCAL_MAPPED,mapped_alias,monthly,0,1,1,0,2006-01-31,2026-02-28,2662,0.7333333333333333,"Mapped local business-confidence series, extended to China for EQ_CN."
oecd_ccicp_cn,data/external/akif_candidates/OECD Leading Indicatorscsv.csv,CCICP,oecd_leading,CHINA,level,monthly,1,1,1,0,2006-01-31,2026-02-28,3630,1.0,Top-level OECD leading-indicator file.
oecd_ccicp_cn_delta_1m,data/external/akif_candidates/OECD Leading Indicatorscsv.csv,CCICP,oecd_leading,CHINA,delta_1m,monthly,1,1,1,0,2006-02-28,2026-02-28,3615,0.9958677685950413,Derived from oecd_ccicp_cn
oecd_ccicp_ea,data/external/akif_candidates/OECD Leading Indicatorscsv.csv,CCICP,oecd_leading,EURO_AREA,level,monthly,1,1,1,0,2006-01-31,2026-02-28,3630,1.0,Top-level OECD leading-indicator file.
oecd_ccicp_ea_delta_1m,data/external/akif_candidates/OECD Leading Indicatorscsv.csv,CCICP,oecd_leading,EURO_AREA,delta_1m,monthly,1,1,1,0,2006-02-28,2026-02-28,3615,0.9958677685950413,Derived from oecd_ccicp_ea
oecd_ccicp_jp,data/external/akif_candidates/OECD Leading Indicatorscsv.csv,CCICP,oecd_leading,JAPAN,level,monthly,1,1,1,0,2006-01-31,2026-02-28,3630,1.0,Top-level OECD leading-indicator file.
oecd_ccicp_jp_delta_1m,data/external/akif_candidates/OECD Leading Indicatorscsv.csv,CCICP,oecd_leading,JAPAN,delta_1m,monthly,1,1,1,0,2006-02-28,2026-02-28,3615,0.9958677685950413,Derived from oecd_ccicp_jp
oecd_ccicp_us,data/external/akif_candidates/OECD Leading Indicatorscsv.csv,CCICP,oecd_leading,US,level,monthly,1,1,1,0,2006-01-31,2026-02-28,3630,1.0,Top-level OECD leading-indicator file.
oecd_ccicp_us_delta_1m,data/external/akif_candidates/OECD Leading Indicatorscsv.csv,CCICP,oecd_leading,US,delta_1m,monthly,1,1,1,0,2006-02-28,2026-02-28,3615,0.9958677685950413,Derived from oecd_ccicp_us
oecd_consumer_conf_local,derived_v4,oecd_consumer_conf_local,local_mapping,LOCAL_MAPPED,mapped_alias,monthly,0,1,1,0,2006-01-31,2026-02-28,2662,0.7333333333333333,"Mapped local consumer-confidence series, extended to China for EQ_CN."
oecd_li_cn,data/external/akif_candidates/OECD Leading Indicatorscsv.csv,LI,oecd_leading,CHINA,level,monthly,1,1,1,0,2006-01-31,2026-02-28,3630,1.0,Top-level OECD leading-indicator file.
oecd_li_cn_delta_1m,data/external/akif_candidates/OECD Leading Indicatorscsv.csv,LI,oecd_leading,CHINA,delta_1m,monthly,1,1,1,0,2006-02-28,2026-02-28,3615,0.9958677685950413,Derived from oecd_li_cn
oecd_li_jp,data/external/akif_candidates/OECD Leading Indicatorscsv.csv,LI,oecd_leading,JAPAN,level,monthly,1,1,1,0,2006-01-31,2026-02-28,3630,1.0,Top-level OECD leading-indicator file.
oecd_li_jp_delta_1m,data/external/akif_candidates/OECD Leading Indicatorscsv.csv,LI,oecd_leading,JAPAN,delta_1m,monthly,1,1,1,0,2006-02-28,2026-02-28,3615,0.9958677685950413,Derived from oecd_li_jp
oecd_li_us,data/external/akif_candidates/OECD Leading Indicatorscsv.csv,LI,oecd_leading,US,level,monthly,1,1,1,0,2006-01-31,2026-02-28,3630,1.0,Top-level OECD leading-indicator file.
oecd_li_us_delta_1m,data/external/akif_candidates/OECD Leading Indicatorscsv.csv,LI,oecd_leading,US,delta_1m,monthly,1,1,1,0,2006-02-28,2026-02-28,3615,0.9958677685950413,Derived from oecd_li_us
oil_wti,data/intermediate/feature_panel.csv,oil_wti,baseline_global_macro,GLOBAL,level_or_flag,monthly,0,1,1,0,2006-01-31,2026-02-28,3630,1.0,Inherited global/stress feature from the frozen baseline panel.
oil_wti_level,data/intermediate/feature_panel.csv,oil_wti_level,baseline_global_macro,GLOBAL,level_or_flag,monthly,0,1,1,0,2006-01-31,2026-02-28,3630,1.0,Inherited global/stress feature from the frozen baseline panel.
oil_wti_logchg_12m,data/intermediate/feature_panel.csv,oil_wti_logchg_12m,baseline_global_macro,GLOBAL,delta_1m,monthly,0,1,1,0,2007-01-31,2026-02-28,3450,0.9504132231404959,Inherited global/stress feature from the frozen baseline panel.
oil_wti_logchg_1m,data/intermediate/feature_panel.csv,oil_wti_logchg_1m,baseline_global_macro,GLOBAL,delta_1m,monthly,0,1,1,0,2006-02-28,2026-02-28,3615,0.9958677685950413,Inherited global/stress feature from the frozen baseline panel.
rel_mom_vs_treasury,data/intermediate/feature_panel.csv,rel_mom_vs_treasury,baseline_technical,SLEEVE_SPECIFIC,derived_technical,monthly,0,1,1,0,2006-01-31,2026-02-28,3382,0.9316804407713498,Versioned v4 technical feature built from sleeve monthly returns.
rel_mom_vs_us_equity,data/intermediate/feature_panel.csv,rel_mom_vs_us_equity,baseline_technical,SLEEVE_SPECIFIC,derived_technical,monthly,0,1,1,0,2006-01-31,2026-02-28,3382,0.9316804407713498,Versioned v4 technical feature built from sleeve monthly returns.
rel_ret_1m_vs_treasury,data/intermediate/feature_panel.csv,rel_ret_1m_vs_treasury,baseline_technical,SLEEVE_SPECIFIC,derived_technical,monthly,0,1,1,0,2006-01-31,2026-02-28,3457,0.9523415977961432,Versioned v4 technical feature built from sleeve monthly returns.
rel_ret_1m_vs_us_equity,data/intermediate/feature_panel.csv,rel_ret_1m_vs_us_equity,baseline_technical,SLEEVE_SPECIFIC,derived_technical,monthly,0,1,1,0,2006-01-31,2026-02-28,3457,0.9523415977961432,Versioned v4 technical feature built from sleeve monthly returns.
ret_12m_lag,data/intermediate/feature_panel.csv,ret_12m_lag,baseline_technical,SLEEVE_SPECIFIC,derived_technical,monthly,0,1,1,0,2006-01-31,2026-02-28,3389,0.9336088154269973,Versioned v4 technical feature built from sleeve monthly returns.
ret_1m_lag,data/intermediate/feature_panel.csv,ret_1m_lag,baseline_technical,SLEEVE_SPECIFIC,derived_technical,monthly,0,1,1,0,2006-01-31,2026-02-28,3457,0.9523415977961432,Versioned v4 technical feature built from sleeve monthly returns.
ret_3m_lag,data/intermediate/feature_panel.csv,ret_3m_lag,baseline_technical,SLEEVE_SPECIFIC,derived_technical,monthly,0,1,1,0,2006-01-31,2026-02-28,3445,0.9490358126721763,Versioned v4 technical feature built from sleeve monthly returns.
ret_6m_lag,data/intermediate/feature_panel.csv,ret_6m_lag,baseline_technical,SLEEVE_SPECIFIC,derived_technical,monthly,0,1,1,0,2006-01-31,2026-02-28,3427,0.9440771349862259,Versioned v4 technical feature built from sleeve monthly returns.
short_rate_EA,data/intermediate/feature_panel.csv,short_rate_EA,baseline_macro_canonical,GLOBAL_CANONICAL,level_or_yoy,monthly,1,1,1,0,2006-02-28,2026-02-28,3615,0.9958677685950413,Inherited canonical macro feature from frozen baseline panel.
short_rate_EA_delta_1m,data/intermediate/feature_panel.csv,short_rate_EA_delta_1m,baseline_macro_canonical,GLOBAL_CANONICAL,delta_1m,monthly,1,1,1,0,2006-03-31,2026-02-28,3600,0.9917355371900827,Inherited canonical macro feature from frozen baseline panel.
short_rate_JP,data/intermediate/feature_panel.csv,short_rate_JP,baseline_macro_canonical,GLOBAL_CANONICAL,level_or_yoy,monthly,1,1,1,0,2006-02-28,2026-02-28,3615,0.9958677685950413,Inherited canonical macro feature from frozen baseline panel.
short_rate_JP_delta_1m,data/intermediate/feature_panel.csv,short_rate_JP_delta_1m,baseline_macro_canonical,GLOBAL_CANONICAL,delta_1m,monthly,1,1,1,0,2006-03-31,2026-02-28,3600,0.9917355371900827,Inherited canonical macro feature from frozen baseline panel.
short_rate_US,data/intermediate/feature_panel.csv,short_rate_US,baseline_macro_canonical,GLOBAL_CANONICAL,level_or_yoy,monthly,1,1,1,0,2006-02-28,2026-02-28,3615,0.9958677685950413,Inherited canonical macro feature from frozen baseline panel.
short_rate_US_delta_1m,data/intermediate/feature_panel.csv,short_rate_US_delta_1m,baseline_macro_canonical,GLOBAL_CANONICAL,delta_1m,monthly,1,1,1,0,2006-03-31,2026-02-28,3600,0.9917355371900827,Inherited canonical macro feature from frozen baseline panel.
sleeve_dummy_alt_gld,derived_v4,sleeve_dummy_alt_gld,metadata_dummy,SLEEVE_SPECIFIC,dummy_flag,monthly,0,1,1,0,2006-01-31,2026-02-28,3630,1.0,Static sleeve/group relevance indicator for v4 interactions.
sleeve_dummy_cr_eu_hy,derived_v4,sleeve_dummy_cr_eu_hy,metadata_dummy,SLEEVE_SPECIFIC,dummy_flag,monthly,0,1,1,0,2006-01-31,2026-02-28,3630,1.0,Static sleeve/group relevance indicator for v4 interactions.
sleeve_dummy_cr_eu_ig,derived_v4,sleeve_dummy_cr_eu_ig,metadata_dummy,SLEEVE_SPECIFIC,dummy_flag,monthly,0,1,1,0,2006-01-31,2026-02-28,3630,1.0,Static sleeve/group relevance indicator for v4 interactions.
sleeve_dummy_cr_us_hy,derived_v4,sleeve_dummy_cr_us_hy,metadata_dummy,SLEEVE_SPECIFIC,dummy_flag,monthly,0,1,1,0,2006-01-31,2026-02-28,3630,1.0,Static sleeve/group relevance indicator for v4 interactions.
sleeve_dummy_cr_us_ig,derived_v4,sleeve_dummy_cr_us_ig,metadata_dummy,SLEEVE_SPECIFIC,dummy_flag,monthly,0,1,1,0,2006-01-31,2026-02-28,3630,1.0,Static sleeve/group relevance indicator for v4 interactions.
sleeve_dummy_eq_cn,derived_v4,sleeve_dummy_eq_cn,metadata_dummy,SLEEVE_SPECIFIC,dummy_flag,monthly,0,1,1,0,2006-01-31,2026-02-28,3630,1.0,Static sleeve/group relevance indicator for v4 interactions.
sleeve_dummy_eq_em,derived_v4,sleeve_dummy_eq_em,metadata_dummy,SLEEVE_SPECIFIC,dummy_flag,monthly,0,1,1,0,2006-01-31,2026-02-28,3630,1.0,Static sleeve/group relevance indicator for v4 interactions.
sleeve_dummy_eq_ez,derived_v4,sleeve_dummy_eq_ez,metadata_dummy,SLEEVE_SPECIFIC,dummy_flag,monthly,0,1,1,0,2006-01-31,2026-02-28,3630,1.0,Static sleeve/group relevance indicator for v4 interactions.
sleeve_dummy_eq_jp,derived_v4,sleeve_dummy_eq_jp,metadata_dummy,SLEEVE_SPECIFIC,dummy_flag,monthly,0,1,1,0,2006-01-31,2026-02-28,3630,1.0,Static sleeve/group relevance indicator for v4 interactions.
sleeve_dummy_eq_us,derived_v4,sleeve_dummy_eq_us,metadata_dummy,SLEEVE_SPECIFIC,dummy_flag,monthly,0,1,1,0,2006-01-31,2026-02-28,3630,1.0,Static sleeve/group relevance indicator for v4 interactions.
sleeve_dummy_fi_eu_govt,derived_v4,sleeve_dummy_fi_eu_govt,metadata_dummy,SLEEVE_SPECIFIC,dummy_flag,monthly,0,1,1,0,2006-01-31,2026-02-28,3630,1.0,Static sleeve/group relevance indicator for v4 interactions.
sleeve_dummy_fi_ust,derived_v4,sleeve_dummy_fi_ust,metadata_dummy,SLEEVE_SPECIFIC,dummy_flag,monthly,0,1,1,0,2006-01-31,2026-02-28,3630,1.0,Static sleeve/group relevance indicator for v4 interactions.
sleeve_dummy_listed_infra,derived_v4,sleeve_dummy_listed_infra,metadata_dummy,SLEEVE_SPECIFIC,dummy_flag,monthly,0,1,1,0,2006-01-31,2026-02-28,3630,1.0,Static sleeve/group relevance indicator for v4 interactions.
sleeve_dummy_listed_re,derived_v4,sleeve_dummy_listed_re,metadata_dummy,SLEEVE_SPECIFIC,dummy_flag,monthly,0,1,1,0,2006-01-31,2026-02-28,3630,1.0,Static sleeve/group relevance indicator for v4 interactions.
sleeve_dummy_re_us,derived_v4,sleeve_dummy_re_us,metadata_dummy,SLEEVE_SPECIFIC,dummy_flag,monthly,0,1,1,0,2006-01-31,2026-02-28,3630,1.0,Static sleeve/group relevance indicator for v4 interactions.
term_slope_EA,data/intermediate/feature_panel.csv,term_slope_EA,baseline_macro_canonical,GLOBAL_CANONICAL,level_or_yoy,monthly,1,1,1,0,2006-02-28,2026-02-28,3615,0.9958677685950413,Inherited canonical macro feature from frozen baseline panel.
